Frame,Tiempo(s),GT_Region,Gesto,Confianza(%),Modo,Confirmado,Region,X_norm,Y_norm,Modo_grounding,Hands_fiable
192,13.2826,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1783,raycast,No
193,13.3069,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1782,raycast,No
194,13.3282,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1782,raycast,No
195,13.3506,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1778,raycast,No
196,13.3737,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.178,raycast,No
197,13.3969,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.178,raycast,No
198,13.418,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.178,raycast,No
199,13.4408,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1791,raycast,No
200,13.4631,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1801,raycast,No
201,13.4861,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1809,raycast,No
202,13.5085,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1814,raycast,No
203,13.5315,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1816,raycast,No
204,13.555,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1836,raycast,No
205,13.578,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1847,raycast,No
206,13.6004,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1869,raycast,No
207,13.6237,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.187,raycast,No
208,13.6452,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1887,raycast,No
209,13.6672,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1889,raycast,No
210,13.69,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1896,raycast,No
211,13.7114,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1897,raycast,No
212,13.7364,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1907,raycast,No
213,13.7597,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1918,raycast,No
214,13.7847,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1919,raycast,No
215,13.8098,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1923,raycast,No
216,13.8361,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1926,raycast,No
217,13.8557,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1925,raycast,No
218,13.8803,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1925,raycast,No
219,13.904,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1931,raycast,No
220,13.9238,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1934,raycast,No
221,13.946,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1948,raycast,No
222,13.9705,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1953,raycast,No
223,13.994,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1968,raycast,No
224,14.0168,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.1975,raycast,No
225,14.0412,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2014,raycast,No
226,14.0648,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.202,raycast,No
227,14.0885,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2021,raycast,No
